Finished,Duration,RecordedDate,MTurk,Generation,Politics,WritTask1,WritTask2,CSES1,CSES2,CSES3,CSES4,CSES5,CSES6,CSES7,CSES8,SC1,SC2,SC4,SC3,SC5,SC7,SC8,SC10,SC11,NEP1,NEP11,NEP2,NEP4,NEP8,NEP10,NEP12,NEP3,NEP5,NEP9,NEP15,MWB1,MWB2,MWB4,MWB6,charity_DVNF,charity_ACLU,charity_WWF,charity_BGCA,charity_AFA,CCpercent,recall1,recall2,recall3,recall4,recall5,recall6,intent1,intent2,intent3,intent4,intent5,intent6,environmentalism,Age,Gender,Race,Education,SexualOrientation,Politics,Serious,Feedback,Identity,SC_order,NEP_order,MWB_order
FALSE,536,3/3/22 11:36,AA3WNWACBK6MI,,Conservative,"Conservativism is used in all aspects of life, you use it to make the right decision. To get up go to work make a living provide and protect your family.",Most people I have relationships with see eye to eye on politics.,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,100,0,0,0,0,50,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"It's exaggerated, we do have a problem but not to the extent of extinction of mankind.",31,Female,White,Associate's Degree,Heterosexual,10,Yes,,a conservative,1,3,2
FALSE,27,3/3/22 11:39,A1YTNGH5SMM2CJ,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a conservative,,,
FALSE,727,3/3/22 12:34,ARO0H4Y0DS1NW,Millennial,,"Being a millennial makes me think my decision through before I do anything. At the age that I am now I save money more than I spend, and I focus more on things like good credit.",I choose to hang around the type of person that I want to be. I stay away from negative people and energy.,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat disagree,Disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Agree,Somewhat agree,32,9,5,20,34,37,Most of the time,Never,Never,Never,Never,Never,Always,Never,Never,Never,Never,Never,"I honestly do not recycle, I feel like its a good thing to do but I don't care to. Environmentalism is very important to some people.",31,Female,Black/African-American,Associate's Degree,Heterosexual,6,Yes,no,a Millennial,3,2,1
FALSE,31,3/3/22 12:42,A7VQJN8H4QMI6,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,737,3/3/22 13:40,A2KJD5X3COW3FA,Millennial,,I feel like being a millennial has no impact on the decisions I make. My generation has absolutely zero effect on how I make decisions and how I choose to live my life. I actually feel that I make very different choices than most other millennials that I know.,"Being a millennial presents me with difficulties when creating relationships. People of older generations often feel I am obsessed with social media and the views of others until they get to know me and find out I have no social media. I think once they realize I am very different from most other millennials, they respect me more.",Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Agree,Somewhat disagree,100,0,0,0,0,30,Occassionally,Never,Always,Occassionally,Most of the time,Occassionally,Occassionally,Never,Always,Most of the time,Most of the time,Most of the time,I think that it is good to want to protect the environment but I don't feel like the environment is changing at the rate people are trying to make it seem. I agree that we as people should do better but I think change in the environment is something that will happen regardless of what humans do,25,Female,White,Bachelor's Degree,Heterosexual,7,Yes,,a Millennial,1,3,2
FALSE,7227,3/3/22 14:11,A332DXFAEBFM5B,"Generation X (""Gen-X"")",,It's easier sometimes to cope with the new norm. you will have to confirm if you are doing the right thing.,some are younger than me and you have to think like them.,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,20,20,20,20,20,100,Always,Always,Always,Always,Always,,Always,Always,Always,Always,Always,Always,I felt that I am part of it and it is my responsibility to take care of the environment.,25,Male,Black/African-American,Associate's Degree,Heterosexual,10,Yes,than you,a Gen-Xer,3,1,2
FALSE,1658,3/3/22 14:25,A7Q4KKVLKDZB6,"Generation Z (""Gen-Z"")",,"Not much, I am more on the cusp of Gen Z and millennial having been born in 1999. I would say it impacts the decisions I make mainly in terms of the people I associate with. I identify most with people born around the time I was born so I try to associate most closely with them, but other than that its not a very big part of my life.","Those in my generation understand the same references and cultural clues I give off. Those older or younger likely would not, as they were either not around to experience what I am referencing or were too old to be paying attention. ",Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,0,0,0,0,100,40,Never,Never,Occassionally,Never,Never,Never,Never,Never,Occassionally,Never,Never,Never,"The environment is important, and we humans are subject to it. However, we are also bound to the laws of entropy, our impact can only do so much to the world at large before things outside our power corrects things naturally. ",22,Male,White,High school completion,Bisexual,10,Yes,no,a Gen-Zer,2,1,3
FALSE,17,3/3/22 14:32,AEQ6KLNVTRKKR,,Conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a conservative,,,
FALSE,719,3/3/22 15:33,A2H46Z4GR0YUVN,,Conservative,Being conservative effects how I feel government should be spending their money. I am more interested in spending money in small business than government support programs.,Being conservative has not affected my relationships. My political ideologies don't usually get in the way of making meaningful relationships.,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,25,40,10,5,20,60,Occassionally,Occassionally,Most of the time,Most of the time,No answer,Never,Occassionally,Occassionally,Occassionally,Occassionally,No answer,Occassionally,"While I do no share a strong sense of environmentalism, I still care about the environment very much. However, I care less about the plants and animals and more concerned about the health impact it will have if things get worse.",24,Male,Latino,Bachelor's Degree,Heterosexual,6,Yes,,a conservative,3,2,1
FALSE,528,3/3/22 16:05,A1AZA8QXESRW3O,Millennial,,"I think 10 years ago I would have been more cautious with the decisions I made. I felt like everything I heard was about how this generation doesn't work hard for things, doesn't stick around in jobs, etc. That had an impact on how I would be seen in the work place as an employee. Now though, I don't think I feel any impact at all as the younger generation has grown and entered the workforce. ","I do think our generation may be on the more introverted and independent side. Long term friendships only exist with those I met in highschool, but other friendships can last 6 months to a few years.",Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,16,18,17,13,36,80,Most of the time,Never,Most of the time,Occassionally,Never,Occassionally,Most of the time,Never,Most of the time,Occassionally,Never,Occassionally,"While I think this is an important topic, I think I sometimes feel stuck on the notion that so many people out there completely deny anything is going on, verse a small portion of people out there actively working to have the smallest carbon footprint possible. I think it's important we all do more, but sometimes it feels like there are too many against the few at this point. ",32,Female,White,Some college (no degree),Heterosexual,6,Yes,Nope,a Millennial,3,2,1
TRUE,343,3/3/22 16:15,A357L4U9MVKAW0,,Conservative,i am usually good with money. i believe in personal responsibility. i don't really care what you do as long as you don't force me to do something.,i have some good friends. we all think the same way. we believe in letting others do what they want and are open to differences of opinion. ,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,45,0,25,5,25,61,Most of the time,Always,Most of the time,Most of the time,Most of the time,Most of the time,Always,Always,Most of the time,Most of the time,Most of the time,Most of the time,i think you should take care of the environment. it benefits everyone. pollution is bad for both the environment and your health.,36,Male,White,Bachelor's Degree,Heterosexual,7,Yes,,a conservative,2,3,1
FALSE,6510,3/3/22 16:26,A1MZMKXCOIMHED,Millennial,,Being a Millennial impacts my decision making by giving me a new world view. I feel like I was born at a time where I understand the view points of older generations but still can also identify with younger generations. ,I feel like people in both generations on either sides of being a Millennial judge Millennials more than any other group. This makes it more difficult to form meaningful relationships when you are always told your opinions are not valid because you are a Millennial.,Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,6,11,20,41,22,20,Occassionally,Occassionally,Never,Never,Occassionally,Never,Occassionally,Occassionally,Occassionally,Occassionally,Most of the time,Occassionally,Environmentalism is important to a degree. I would like to make sure the environment is still around for my children.,27,Female,White,Bachelor's Degree,Heterosexual,7,Yes,n/a,a Millennial,3,2,1
FALSE,15,3/3/22 16:35,A9OOV3976AFYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
FALSE,537,3/3/22 17:12,A2E0LU8V4EUX5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
FALSE,39,3/3/22 17:25,A1B1POX9IQ9BF1,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
FALSE,32,3/3/22 17:39,AQ2SB9NTVK8NZ,Millennial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,a Millennial,,,
TRUE,662,3/3/22 17:52,ASFQ9G5I1CGE0,Millennial,,I think carefully and deeply about the decisions I make. I am a careful planner and I think about all the details. I don't jump into things without considering pros and cons. ,I have both deep friendships and also just people that I associate with at work and church. I am respectful of boundaries in relationships. ,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,71,29,0,0,0,39,Most of the time,Never,Always,Most of the time,Never,Occassionally,Most of the time,Never,Always,Most of the time,Occassionally,Occassionally,"I feel environmentalism is a good thing if you have common sense. I think you should drive as little as reasonably possible, reduce, reuse and recycle. However, banning cow farms because they fart too much and burn a hole in the ozone layer is a little outrageous. ",34,Female,White,Bachelor's Degree,Heterosexual,10,Yes,,a Millennial,1,2,3
FALSE,477,3/3/22 17:58,A2WNWCP4QCPGC,Millennial,,"I tend to value work and life balance. I like to be independent. I am more open to taking risks, I have not experienced extreme hardship or war in my lifetime.",I can maintain friendships over technology like instagram. I like to spend my time with friends playing games or trying new food.,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,28,0,0,32,40,33,Always,Occassionally,Always,Most of the time,Never,Occassionally,Occassionally,Never,Always,Most of the time,Never,Most of the time,I think there is a lot that is out of our control and is not worth our money and efforts (certain endangered species) when our efforts should be focused on the larger issue with how to cut down on greenhouse gases.,27,Female,White,Associate's Degree,Heterosexual,6,Yes,,a Millennial,3,2,1
FALSE,982,3/3/22 17:59,A2TI0DQEJWXWDC,,Conservative,The world is changing for the worse and conservatism slows that. Progressives are out of control.,I like to be traditional and believe in traditional roles and this makes it difficult to have relationships,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,50,0,0,0,50,20,Always,Never,Occassionally,Never,Occassionally,Never,Always,Never,Occassionally,Occassionally,Occassionally,Occassionally,Environmentalism has been hijacked by the climate change crowd. Most people support a clean and healthy environment. It shouldn't be political.,31,Male,Other (please specify),High school completion,Heterosexual,10,Yes,,a conservative,2,3,1
